brand,model,processor_brand,processor_name,processor_generation,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,microsoft_office,latest_price,old_price,discount,star_rating,ratings,reviews,latest_price_myr,old_price_myr,discount_myr,total_storage_gb,storage_type,performance_category,price_category,brand_popularity,value_score
Lenovo,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,52990,84890,37,0.0,0,0,2564.72,4108.68,37.58,512,SSD,Medium,Mid-range,145,0.0
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,2,False,True,51990,88990,41,4.2,85,4,2516.32,4307.12,41.58,512,SSD,Medium,Mid-range,145,0.14187384752336746
Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,61990,97890,36,4.2,56,7,3000.32,4737.88,36.67,512,SSD,High,Mid-range,145,0.07839163822525598
RedmiBook,Pro,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,1,False,False,48990,59990,18,4.2,1708,242,2371.12,2903.52,18.34,512,SSD,Medium,Mid-range,3,3.0254057154424916
ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,14.0,1,True,True,63990,82990,22,4.6,10,1,3097.12,4016.72,22.89,512,SSD,Medium,Mid-range,242,0.014852508136591414
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,65990,78109,15,4.6,17,4,3193.92,3780.48,15.52,512,SSD,Medium,Mid-range,145,0.024484019637310887
Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,47990,90000,46,4.4,1119,242,2322.72,4356.0,46.68,512,SSD,Medium,Mid-range,4,2.119756147964456
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,52990,75999,30,4.2,155,20,2564.72,3678.35,30.28,512,SSD,Medium,Mid-range,58,0.25382887800617615
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,49990,79690,37,0.0,0,0,2419.52,3857.0,37.27,512,SSD,Medium,Mid-range,145,0.0
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,False,False,71990,115990,37,4.4,91,17,3484.32,5613.92,37.93,512,SSD,Medium,Mid-range,242,0.11491481838637095
ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,47990,62990,23,4.0,35,2,2322.72,3048.72,23.81,512,SSD,Medium,Mid-range,242,0.0602741613280981
Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,45990,74990,38,4.7,6,1,2225.92,3629.52,38.67,512,SSD,Medium,Mid-range,4,0.01266891891891892
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,2,False,True,48490,64290,24,4.3,126,13,2346.92,3111.64,24.58,512,SSD,Medium,Mid-range,145,0.23085575988955734
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,False,False,72990,105990,31,4.5,74,10,3532.72,5129.92,31.13,512,SSD,Medium,Mid-range,242,0.09426164541769515
MSI,Katana,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,False,False,76990,106990,28,4.6,75,17,3726.32,5178.32,28.04,512,SSD,High,Mid-range,50,0.09258464114729814
ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,6,Gaming,15.6,1,False,True,89990,129990,30,4.6,124,17,4355.52,6291.52,30.77,512,SSD,High,High-end,242,0.13096025273675702
MSI,GF63,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,False,False,59990,83990,28,4.5,1597,228,2903.52,4065.12,28.57,512,SSD,Medium,Mid-range,50,2.475099189948752
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,True,65990,89990,26,4.4,3850,378,3193.92,4355.52,26.67,512,SSD,Medium,Mid-range,242,5.303827271816451
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,0,True,False,71990,94201,23,4.7,7,1,3484.32,4559.33,23.58,512,SSD,Medium,Mid-range,154,0.00944230151076824
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,0,True,False,71890,92549,22,4.3,3,0,3479.48,4479.37,22.32,512,SSD,Medium,Mid-range,154,0.0037074505385862253
Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,64990,97890,33,0.0,0,0,3145.52,4737.88,33.61,512,SSD,High,Mid-range,145,0.0
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,False,False,65990,90990,27,0.0,0,0,3193.92,4403.92,27.48,512,SSD,High,Mid-range,242,0.0
HP,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,55999,66050,15,4.8,5,1,2710.35,3196.82,15.22,512,SSD,Medium,Mid-range,142,0.008854944933311196
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,14.0,1,False,False,73490,110990,33,4.5,213,45,3556.92,5371.92,33.79,512,SSD,High,Mid-range,242,0.2694747140784724
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,74490,85359,12,4.3,10,0,3605.32,4131.38,12.73,512,SSD,High,Mid-range,142,0.011926819255988373
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,58340,74839,22,4.0,69,6,2823.66,3622.21,22.05,512,SSD,Medium,Mid-range,142,0.0977454792715837
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,False,55999,75999,26,4.5,6,0,2710.35,3678.35,26.32,512,SSD,Medium,Mid-range,58,0.009961813049975095
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,67990,89849,24,4.4,93,9,3290.72,4348.69,24.33,512,SSD,High,Mid-range,154,0.12434968639082027
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,False,False,59990,80990,25,4.5,11,2,2903.52,3919.92,25.93,512,SSD,High,Mid-range,242,0.017048272441725906
ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,6,Casual,15.6,1,False,True,82990,104990,20,4.4,262,31,4016.72,5081.52,20.95,512,SSD,High,High-end,242,0.28700033858471596
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,14.0,1,False,True,64190,85391,24,0.0,0,0,3106.8,4132.92,24.83,512,SSD,Medium,Mid-range,154,0.0
DELL,Unknown,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,70090,89395,21,4.0,5,1,3392.36,4326.72,21.6,512,SSD,High,Mid-range,154,0.005895600702755604
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,False,True,60999,69999,12,4.4,3470,505,2952.35,3387.95,12.86,512,SSD,Medium,Mid-range,4,5.171473571900352
ASUS,Unknown,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,1,False,False,49990,64990,23,4.1,45,3,2419.52,3145.52,23.08,512,SSD,Medium,Mid-range,242,0.07625479433937309
MSI,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,55490,66990,17,3.9,8,1,2685.72,3242.32,17.17,512,SSD,Medium,Mid-range,50,0.011616996559581788
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,13.3,0,True,False,97990,114749,14,5.0,3,1,4742.72,5553.85,14.6,512,SSD,Medium,High-end,142,0.003162742055191957
ASUS,VivoBook,Intel,Core i5,9th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,True,54990,76990,28,4.4,1681,227,2661.52,3726.32,28.58,512,SSD,Medium,Mid-range,242,2.7790134960473716
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.0,1,False,True,59990,115167,47,4.3,37,2,2903.52,5574.08,47.91,512,SSD,Medium,Mid-range,145,0.054795558494517
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,53990,79890,32,4.2,61,2,2613.12,3866.68,32.42,512,SSD,Medium,Mid-range,145,0.09804371785451874
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,66999,79445,15,4.4,17,1,3242.75,3845.14,15.67,512,SSD,High,Mid-range,142,0.02306684141546527
acer,Intel,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,60990,89999,32,4.4,17,1,2951.92,4355.95,32.23,512,SSD,Medium,Mid-range,58,0.025339440093227462
ASUS,Unknown,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,47990,62990,23,4.3,1625,152,2322.72,3048.72,23.81,512,SSD,Medium,Mid-range,242,3.008326444857753
HP,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,14.0,1,False,True,59999,81684,26,4.0,4,1,2903.95,3953.51,26.55,512,SSD,Medium,Mid-range,142,0.005509736737891493
DELL,G15,Intel,Core i5,10th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,False,79990,103102,22,0.0,0,0,3871.52,4990.14,22.42,512,SSD,High,Mid-range,154,0.0
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,False,63990,74990,14,0.0,0,0,3097.12,3629.52,14.67,512,SSD,Medium,Mid-range,242,0.0
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,63990,77327,17,4.7,17,1,3097.12,3742.63,17.25,512,SSD,Medium,Mid-range,142,0.025798160872035958
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,False,False,59990,80990,25,0.0,0,0,2903.52,3919.92,25.93,512,SSD,High,Mid-range,242,0.0
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,False,55990,89790,37,0.0,0,0,2709.92,4345.84,37.64,512,SSD,Medium,Mid-range,145,0.0
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,63990,75023,14,4.7,3,0,3097.12,3631.11,14.71,512,SSD,Medium,Mid-range,142,0.004552616624476934
DELL,Vostro,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,14.0,1,False,True,69490,92552,24,0.0,0,0,3363.32,4479.52,24.92,512,SSD,High,Mid-range,154,0.0
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,True,True,89390,109353,18,0.0,0,0,4326.48,5292.69,18.26,512,SSD,High,High-end,154,0.0
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,13.3,0,False,False,74990,86990,13,0.0,0,0,3629.52,4210.32,13.79,512,SSD,Medium,Mid-range,242,0.0
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,3,True,True,64990,151557,57,4.0,48,12,3145.52,7335.36,57.12,512,SSD,Medium,Mid-range,145,0.06103919224802259
Lenovo,Legion,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,True,66490,93690,29,4.4,282,36,3218.12,4534.6,29.03,512,SSD,Medium,Mid-range,145,0.3855667284004326
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,89702,0,0,0.0,0,0,4341.58,0.0,-inf,512,SSD,High,High-end,154,0.0
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,70990,104890,32,4.2,67,4,3435.92,5076.68,32.32,512,SSD,High,Mid-range,145,0.08189946215278587
Infinix,INBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,42490,59999,29,4.1,383,65,2056.52,2903.95,29.18,512,SSD,Medium,Mid-range,3,0.7635714702507148
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,17.3,1,True,True,58990,85990,31,0.0,0,0,2855.12,4161.92,31.4,512,SSD,High,Mid-range,242,0.0
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,57500,86720,33,0.0,0,0,2783.0,4197.25,33.69,512,SSD,Medium,Mid-range,145,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,14.0,1,True,True,79990,97946,18,4.6,23,2,3871.52,4740.59,18.33,512,SSD,Medium,Mid-range,154,0.027327767905112203
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,0,False,False,56541,61990,8,4.4,677,87,2736.58,3000.32,8.79,512,SSD,Medium,Mid-range,50,1.0885119382587025
ASUS,Unknown,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,17.3,0,False,False,59990,82990,27,3.3,3,0,2903.52,4016.72,27.71,512,SSD,High,Mid-range,242,0.0034096544883451805
Lenovo,ThinkBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,13.0,1,False,True,64990,120708,46,4.4,46,4,3145.52,5842.27,46.16,512,SSD,High,Mid-range,145,0.06434548182812382
DELL,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,False,61290,73774,16,3.0,4,1,2966.44,3570.66,16.92,512,SSD,Medium,Mid-range,154,0.004045252895726864
Lenovo,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,54990,66470,17,4.2,9,1,2661.52,3217.15,17.27,512,SSD,Medium,Mid-range,145,0.014202410652559441
Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,59990,112608,46,4.4,26,4,2903.52,5450.23,46.73,512,SSD,Medium,Mid-range,145,0.039400451865322095
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,6,Casual,16.0,1,False,False,84990,129990,34,5.0,5,0,4113.52,6291.52,34.62,512,SSD,Medium,High-end,242,0.006077519982885703
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,72500,80900,10,4.4,40,3,3509.0,3915.56,10.38,512,SSD,Medium,Mid-range,142,0.050156739811912224
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,0,False,False,59990,93690,35,3.9,44,6,2903.52,4534.6,35.97,512,SSD,Medium,Mid-range,145,0.059100677797983135
Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,True,True,87990,125890,30,4.7,28,6,4258.72,6093.08,30.11,512,SSD,Medium,High-end,145,0.03090130367810046
HP,14s,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,57990,63179,8,4.3,1541,123,2806.72,3057.86,8.21,512,SSD,Medium,Mid-range,142,2.360869627180481
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,69490,69736,0,4.2,72,7,3363.32,3375.22,0.35,512,SSD,Medium,Mid-range,154,0.08991115921173128
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16.0,3,True,True,68990,159180,56,4.6,44,8,3339.12,7704.31,56.66,512,SSD,Medium,Mid-range,145,0.060614772754498183
Lenovo,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,Casual,16.0,1,False,True,77990,80366,2,4.3,17,2,3774.72,3889.71,2.96,512,SSD,Medium,Mid-range,145,0.01936567480501865
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,1,True,False,105990,140990,24,4.4,59,11,5129.92,6823.92,24.82,512,SSD,Medium,High-end,242,0.05060507766202982
MSI,Prestige,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,1,False,False,79990,95990,16,0.0,0,0,3871.52,4645.92,16.67,512,SSD,Medium,Mid-range,50,0.0
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,55490,80711,31,4.1,337,27,2685.72,3906.41,31.25,512,SSD,Medium,Mid-range,154,0.514461671358146
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,69990,104890,33,4.6,10,2,3387.52,5076.68,33.27,512,SSD,Medium,Mid-range,145,0.013579255620631022
ASUS,Zenbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,84990,116990,27,4.2,10,2,4113.52,5662.32,27.35,512,SSD,Medium,High-end,242,0.01021023357124798
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,59990,76143,21,3.8,31,7,2903.52,3685.32,21.21,512,SSD,Medium,Mid-range,154,0.04057144431586488
DELL,XPS,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,111890,154446,27,0.0,0,0,5415.48,7475.19,27.55,512,SSD,Medium,High-end,154,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,False,65990,88037,25,4.3,10,0,3193.92,4260.99,25.04,512,SSD,Medium,Mid-range,154,0.013463079851718265
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,15.6,1,False,True,72990,90990,19,4.7,76,14,3532.72,4403.92,19.78,512,SSD,Medium,Mid-range,242,0.10111189112072284
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,71090,89849,20,4.1,44,6,3440.76,4348.69,20.88,512,SSD,Medium,Mid-range,154,0.052430277031818545
MSI,Katana,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,False,False,74990,95990,21,0.0,0,0,3629.52,4645.92,21.88,512,SSD,Medium,Mid-range,50,0.0
ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,79990,98990,19,4.4,11,3,3871.52,4791.12,19.19,512,SSD,Medium,Mid-range,242,0.012501549778898212
MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,55490,67990,18,4.3,138,16,2685.72,3290.72,18.39,512,SSD,Medium,Mid-range,50,0.22094633841204595
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,1,False,True,66490,87168,23,4.1,199,17,3218.12,4218.93,23.72,512,SSD,Medium,Mid-range,154,0.2535331187152748
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,53400,69500,23,4.1,46,6,2584.56,3363.8,23.17,512,SSD,Medium,Mid-range,242,0.07297180177670474
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,74500,78990,5,4.4,45,5,3605.8,3823.12,5.68,512,SSD,Medium,Mid-range,154,0.05491153142159854
DELL,XPS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,114990,115729,0,0.0,0,0,5565.52,5601.28,0.64,512,SSD,Medium,High-end,154,0.0
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,0,False,False,61990,68859,9,4.1,35,4,3000.32,3332.78,9.98,512,SSD,Medium,Mid-range,154,0.0478282316552901
APPLE,MacBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Mac,64-bit,0,Casual,16.0,1,False,False,159990,174900,8,4.4,32,5,7743.52,8465.16,8.52,512,SSD,Medium,High-end,22,0.018182945223877513
APPLE,MacBook,Intel,Core i5,8th,8,DDR3,512,0,Mac,64-bit,0,Casual,15.6,1,False,False,172090,179900,4,4.2,108,13,8329.16,8707.16,4.34,512,SSD,Medium,Premium,22,0.054459273204020574
MSI,Sword,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,False,False,74990,95990,21,0.0,0,0,3629.52,4645.92,21.88,512,SSD,Medium,Mid-range,50,0.0
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,56490,57240,1,4.5,814,112,2734.12,2770.42,1.31,512,SSD,Medium,Mid-range,50,1.339736368557342
Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,3,False,False,147000,0,0,0.0,0,0,7114.8,0.0,-inf,512,SSD,Medium,High-end,145,0.0
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,55990,65438,14,4.2,75,9,2709.92,3167.2,14.44,512,SSD,Medium,Mid-range,145,0.11623959378874653
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,True,77990,93565,16,0.0,0,0,3774.72,4528.55,16.65,512,SSD,Medium,Mid-range,142,0.0
HP,Envy,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,16.0,1,False,True,106490,138366,23,4.7,3,0,5154.12,6696.91,23.04,512,SSD,Medium,High-end,142,0.0027356755372401113
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,2,Casual,16.0,1,False,True,70990,113290,37,4.6,11,3,3435.92,5483.24,37.34,512,SSD,Medium,Mid-range,145,0.014726768958532211
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,64990,77487,16,4.4,125,11,3145.52,3750.37,16.13,512,SSD,Medium,Mid-range,145,0.17485185279381468
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,57990,65000,10,0.0,0,0,2806.72,3146.0,10.78,512,SSD,Medium,Mid-range,58,0.0
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,False,64990,81990,20,4.5,4,0,3145.52,3968.32,20.73,512,SSD,Medium,Mid-range,242,0.005722424273252117
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,54990,61990,11,4.4,714,147,2661.52,3000.32,11.29,512,SSD,Medium,Mid-range,50,1.1803781297904958
Vaio,SE,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,2,False,True,62890,84690,25,4.0,85,14,3043.88,4099.0,25.74,512,SSD,Medium,Mid-range,5,0.11169954137482423
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,0,True,False,111999,146194,23,0.0,0,0,5420.75,7075.79,23.39,512,SSD,Medium,High-end,142,0.0
Lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,70798,101090,29,4.0,21,3,3426.62,4892.76,29.97,512,SSD,Medium,Mid-range,145,0.024513952524645277
Lenovo,Legion,Intel,Core i5,9th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,False,False,59990,84990,29,3.8,9,1,2903.52,4113.52,29.42,512,SSD,Medium,Mid-range,145,0.011778806414283352
acer,ConceptD,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,False,99500,119999,17,0.0,0,0,4815.8,5807.95,17.08,512,SSD,Medium,High-end,58,0.0
HP,14s,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,55990,77996,28,4.2,30,4,2709.92,3775.01,28.21,512,SSD,Medium,Mid-range,142,0.046495837515498614
ASUS,ZenBook,Intel,Core i5,8th,8,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,72990,90990,19,4.2,44,4,3532.72,4403.92,19.78,512,SSD,Medium,Mid-range,242,0.05231096718675695
acer,Swift,Intel,Core i5,8th,8,DDR3,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,64990,87999,26,3.8,4,1,3145.52,4259.15,26.15,512,SSD,Medium,Mid-range,58,0.004832269386301788
ASUS,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,57990,70990,18,0.0,0,0,2806.72,3435.92,18.31,512,SSD,Medium,Mid-range,242,0.0
HP,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16.0,1,True,True,76990,99203,22,4.4,14,2,3726.32,4801.43,22.39,512,SSD,Medium,Mid-range,142,0.016531054767169755
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,2,False,True,62998,79890,21,4.3,739,71,3049.1,3866.68,21.14,512,SSD,Medium,Mid-range,145,1.042176379915385
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,True,True,77990,98200,20,4.5,31,5,3774.72,4752.88,20.58,512,SSD,Medium,Mid-range,154,0.03695638351983724
HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,114990,122803,6,4.4,145,19,5565.52,5943.67,6.36,512,SSD,Medium,High-end,142,0.11463439175494831
DELL,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,65990,75800,12,0.0,0,0,3193.92,3668.72,12.94,512,SSD,Medium,Mid-range,154,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16.0,1,False,True,88990,90605,1,3.8,19,2,4307.12,4385.28,1.78,512,SSD,Medium,High-end,154,0.01676294136220955
